x y z vx vy vz m
-4.546457673178609660e-02 4.588975883183438187e-01 -3.273642241601262270e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000096e-04
5.106939519484450241e-01 4.160982864272116943e-01 -3.520026329550468014e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000096e-04
-5.358304065738503930e-01 -4.369318596807866273e-01 1.743793005499065518e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000096e-04
-1.654490362048060825e-01 -5.101965798629574111e-01 -3.930405325423894647e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000096e-04
2.985900772758747213e-01 6.439231811532531990e-01 -2.099751894111402950e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000096e-04
2.916495004610538677e-01 -5.972368896344740774e-01 1.164909424192133308e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000096e-04
3.905077822618329697e-01 3.076510354861786700e-01 -4.081586327180651841e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000096e-04
-3.488695546957635840e-01 -3.021471519254460558e-01 -1.458046312254591970e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000096e-04
-5.639730808986438415e-01 -3.531038283643520570e-01 -2.593176399690534373e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000096e-04
-6.251974294848177127e-01 1.209650934248369114e-01 -1.449041102185011087e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000096e-04
9.068767338409171319e-02 3.124163972163226388e-01 -8.357122299583134850e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000096e-04
1.527135813632503891e-01 -9.269803648884567893e-04 -2.533613066978259581e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000096e-04
-3.950647819477583200e-02 4.240906597332714245e-01 -4.512216594748595655e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000096e-04
-3.660702214105922003e-01 3.486040092005142643e-01 4.467175085429181958e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000096e-04
-2.319372374790085178e-01 -4.688604982254940441e-04 -2.927586657684623506e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000096e-04
-9.356041930904560044e-02 -4.523191518365539399e-02 3.109837419815213166e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000096e-04
-1.445869646483164128e-01 6.546769624580935920e-01 2.853762630828021729e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000096e-04
2.055316491895142483e-01 -2.767864585783663678e-01 4.079039311674501622e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000096e-04
-5.606271165157379333e-01 -2.238794618997395902e-01 -2.386385002979543868e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000096e-04
-6.644878395042970454e-03 5.046544114166887640e-01 -1.466152376244178046e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000096e-04
1.133693702212863891e-01 -2.371784793663757607e-01 6.678842336755197451e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000096e-04
-6.695062627981138714e-01 1.955809598622155338e-02 2.371240776570235076e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000096e-04
-3.970596385087061253e-01 5.570828264711407130e-01 2.162584871365834938e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000096e-04
-4.480656832477498130e-01 -5.548134477218962246e-01 1.054194922591946137e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000096e-04
2.035157033036116003e-01 -6.518776096983851520e-01 3.540937500134350852e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000096e-04
-1.305806100058662100e-01 5.382054018958196684e-01 9.821373129711037653e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000096e-04
-3.939578352473395717e-01 4.523815051491654748e-01 4.236517860467236551e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000096e-04
-2.315523045084451059e-01 1.732606074831582743e-01 4.359790345191679600e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000096e-04
2.847225834047966697e-01 -1.828616225539954621e-01 8.064572815722237387e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000096e-04
1.618498516293422340e-01 9.251206120059714266e-02 6.433704695096512660e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000096e-04
-5.218207463745947461e-01 -4.275324723178127728e-01 -2.094806063723599621e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000096e-04
-3.748440132855969664e-01 -9.643161369961963936e-02 2.160172980745807270e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000096e-04
5.032694459633247908e-01 3.318959534949111889e-01 3.735579386048690775e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000096e-04
